IMR5	SHEP	SKNAS	SY5Y
ENSG00000122033.13	640	659	646	597
ENSG00000252499.1	0	0	0	0
ENSG00000139517.7	274	305	558	352
ENSG00000186184.14	1789	1562	2085	1539
ENSG00000273552.1	2	0	2	0
ENSG00000226703.1	0	0	2	0
ENSG00000169840.4	4	0	0	2
ENSG00000207330.1	0	0	0	0
ENSG00000247381.2	2	0	0	6
ENSG00000139515.5	2	0	0	47
ENSG00000180389.6	15	4	16	9
ENSG00000260704.1	0	2	0	0
ENSG00000165556.9	0	6	0	0
ENSG00000183463.5	0	0	0	0
ENSG00000242360.3	0	0	0	0
ENSG00000122025.13	2	0	0	10
ENSG00000271026.1	0	0	0	0
ENSG00000235115.3	0	0	2	0
ENSG00000261485.1	43	34	81	27
ENSG00000152520.12	815	600	1264	686
ENSG00000232587.1	66	31	51	39
ENSG00000200840.1	0	0	1	2
ENSG00000102755.9	63	73	778	281
ENSG00000279393.1	0	0	6	0
ENSG00000235472.1	4	0	0	0
ENSG00000273964.1	0	0	0	0
ENSG00000132963.7	1110	1056	1036	1023
ENSG00000139508.13	86	339	155	94
ENSG00000202237.1	2	0	0	0
ENSG00000233588.1	4	4	8	2
ENSG00000277227.1	0	0	0	0
ENSG00000236339.1	0	0	0	0
ENSG00000132938.17	37	14	15	16
ENSG00000221670.1	0	0	0	0
ENSG00000236758.4	0	0	0	0
ENSG00000223460.1	0	0	0	0
ENSG00000270680.1	0	0	0	0
ENSG00000179141.8	4	8	3	3
ENSG00000139514.11	2674	2338	3834	1623
ENSG00000122042.9	730	790	758	850
ENSG00000277180.1	0	0	0	0
ENSG00000278172.1	0	0	0	0
ENSG00000236258.1	0	0	0	0
ENSG00000224329.2	0	0	0	0
ENSG00000224405.1	0	0	0	0
ENSG00000122043.9	0	0	0	0
ENSG00000266505.1	0	0	0	0
ENSG00000224511.1	2	0	0	2
ENSG00000232117.1	7	3	2	4
ENSG00000232643.1	0	0	0	0
ENSG00000279499.1	5	1	2	4
ENSG00000102781.12	1127	1035	1043	661
ENSG00000266816.1	0	0	0	0
ENSG00000252928.1	0	0	0	0
ENSG00000215049.3	13	2	9	9
ENSG00000236463.1	5	1	9	2
ENSG00000238121.4	25	2	4	18
ENSG00000279149.1	10	6	2	7
ENSG00000225039.1	1	0	1	0
ENSG00000236444.3	0	0	4	4
ENSG00000189403.13	4490	3177	3733	4032
ENSG00000213411.2	47	30	36	46
ENSG00000232489.1	34	14	18	22
ENSG00000224117.1	8	7	17	12
ENSG00000132952.10	886	768	800	741
ENSG00000275788.1	0	0	0	0
ENSG00000132965.8	87	91	113	76
ENSG00000237879.1	2	0	3	0
ENSG00000224743.5	0	2	6	11
ENSG00000236094.1	2	4	1	1
ENSG00000102802.8	66	16	68	30
ENSG00000175664.8	0	0	0	0
ENSG00000238185.1	0	0	0	0
ENSG00000230403.1	0	0	0	0
ENSG00000231894.1	0	0	0	0
ENSG00000120694.18	3908	3407	3507	3544
ENSG00000187676.7	677	691	677	423
ENSG00000229427.1	2	3	5	4
ENSG00000278305.1	0	0	0	0
ENSG00000277319.1	0	0	0	0
ENSG00000133105.6	0	2	0	0
ENSG00000229715.4	58	17	54	53
ENSG00000279314.1	67	14	11	34
ENSG00000278732.1	13	0	1	15
ENSG00000235822.1	1	0	3	2
ENSG00000237637.1	26	3	13	5
ENSG00000073910.18	611	355	664	671
ENSG00000189167.10	8	2	5	0
ENSG00000139618.13	1170	712	921	788
ENSG00000215515.2	20	14	10	9
ENSG00000139597.15	95	21	50	110
ENSG00000212293.1	5	1	3	4
ENSG00000270008.1	0	0	0	0
ENSG00000244754.7	3076	1584	2576	2803
ENSG00000229800.1	34	17	33	53
ENSG00000281026.1	346	135	284	312
ENSG00000083642.17	2248	1034	1980	1951
ENSG00000207325.1	1	1	1	2
ENSG00000277151.1	36	16	14	34
ENSG00000226968.1	0	2	0	0
ENSG00000227604.3	0	0	0	0
ENSG00000133116.7	0	6	6	10
ENSG00000221677.2	0	0	0	0
ENSG00000133121.19	1239	1410	2089	562
ENSG00000230300.1	22	5	30	8
ENSG00000236581.7	319	138	424	89
ENSG00000277160.1	2	1	7	2
ENSG00000227911.3	26	8	33	11
ENSG00000277386.1	17	3	23	11
ENSG00000264288.1	1	0	0	0
ENSG00000230490.2	23	4	23	21
ENSG00000277992.1	1	0	1	0
ENSG00000234535.1	10	0	5	5
ENSG00000232986.1	6	2	1	0
ENSG00000133119.11	1532	910	1299	1228
ENSG00000252397.1	2	1	0	1
ENSG00000276672.1	290	108	192	180
ENSG00000263663.1	0	0	0	0
ENSG00000280431.1	8	3	2	6
ENSG00000227254.1	3	2	2	0
ENSG00000199196.1	0	0	0	0
ENSG00000278477.1	0	0	0	0
ENSG00000271850.1	0	0	0	16
ENSG00000225179.1	0	0	3	1
ENSG00000271901.1	0	0	0	0
ENSG00000231910.1	0	0	0	0
ENSG00000273886.1	0	0	0	0
ENSG00000261728.1	0	2	0	0
ENSG00000172915.17	1366	386	1291	1410
ENSG00000232795.1	2	1	15	5
ENSG00000234835.1	21	4	17	17
ENSG00000180660.7	1677	150	1864	1383
ENSG00000221519.2	32	3	11	24
ENSG00000236036.1	0	0	0	0
ENSG00000133083.13	1584	1137	2454	714
ENSG00000120669.14	82	39	58	70
ENSG00000250709.1	0	0	0	0
ENSG00000242715.6	296	72	195	174
ENSG00000207203.1	2	0	0	0
ENSG00000133104.11	2136	937	2426	1585
ENSG00000120664.9	29	10	23	26
ENSG00000266047.1	0	0	0	0
ENSG00000133101.8	276	16	316	74
ENSG00000223383.1	0	0	0	0
ENSG00000180440.3	144	2	41	85
ENSG00000222602.1	0	0	0	0
ENSG00000235306.2	0	0	0	0
ENSG00000223543.1	0	0	0	0
ENSG00000215486.5	0	0	0	0
ENSG00000271337.1	0	0	0	0
ENSG00000133111.3	426	194	220	308
ENSG00000120693.12	1282	153	1124	690
ENSG00000236711.2	14	4	9	5
ENSG00000228825.1	0	0	0	0
ENSG00000232378.1	2	2	2	0
ENSG00000226161.1	13	2	8	4
ENSG00000120697.7	1113	662	775	802
ENSG00000120699.11	1342	931	981	1124
ENSG00000102710.18	1665	1241	1933	1360
ENSG00000279238.1	3	0	7	1
ENSG00000221100.1	1	2	1	0
ENSG00000180138.7	37	6	105	22
ENSG00000274549.1	0	0	0	2
ENSG00000279511.1	6	0	0	0
ENSG00000202395.1	0	2	0	0
ENSG00000230283.1	0	0	0	0
ENSG00000230390.1	0	0	0	0
ENSG00000275226.1	2	0	0	0
ENSG00000133110.13	998	551	693	548
ENSG00000133107.13	4	397	14	6
ENSG00000199276.1	0	0	0	0
ENSG00000274317.1	16	28	12	8
ENSG00000228036.1	0	0	0	0
ENSG00000223685.4	8	4	3	7
ENSG00000120686.10	1169	1282	1519	883
ENSG00000279025.1	0	0	0	0
ENSG00000236354.1	0	0	0	0
ENSG00000229437.1	0	0	0	0
ENSG00000234701.1	0	2	0	0
ENSG00000150893.10	853	1091	590	1641
ENSG00000252795.1	0	0	0	0
ENSG00000212049.1	0	0	0	0
ENSG00000225350.1	0	4	2	2
ENSG00000225221.1	0	0	0	0
ENSG00000235550.1	5	0	0	0
ENSG00000133115.10	0	0	0	0
ENSG00000120685.18	1948	1105	1695	1650
ENSG00000188811.11	805	390	721	575
ENSG00000273507.3	9	1	8	8
ENSG00000214823.3	0	0	0	1
ENSG00000183722.7	539	662	662	422
ENSG00000216014.1	0	0	0	0
ENSG00000133103.15	563	596	734	505
ENSG00000264171.1	5	1	1	2
ENSG00000200526.1	0	0	0	0
ENSG00000224351.2	0	0	0	0
ENSG00000270444.1	0	2	0	0
ENSG00000212553.1	0	0	0	0
ENSG00000275149.1	6	1	3	0
ENSG00000230710.1	0	0	1	0
ENSG00000278772.1	12	6	1	3
ENSG00000280465.1	0	0	0	0
ENSG00000271429.1	4	0	9	0
ENSG00000207458.1	0	0	0	0
ENSG00000230058.1	3	0	0	0
ENSG00000252812.1	2	0	0	0
ENSG00000215483.7	21	8	32	11
ENSG00000150907.6	921	397	1229	479
ENSG00000229456.1	99	49	107	119
ENSG00000211491.2	16	2	2	11
ENSG00000102738.7	979	709	832	798
ENSG00000277794.1	6	4	1	3
ENSG00000102743.13	439	255	546	348
ENSG00000207652.1	83	56	88	52
ENSG00000168852.11	21	6	14	15
ENSG00000176268.5	25	3	18	22
ENSG00000239827.7	24	11	25	36
ENSG00000120690.12	538	489	1153	648
ENSG00000229473.2	6	3	19	4
ENSG00000120688.8	1227	1062	1018	1134
ENSG00000264226.1	1	0	0	1
ENSG00000244264.3	2	0	2	0
ENSG00000165572.7	1558	545	671	1303
ENSG00000278390.3	80	34	19	60
ENSG00000215482.3	5	10	13	0
ENSG00000120696.8	966	395	427	792
ENSG00000225133.1	1	2	4	4
ENSG00000120662.14	656	438	547	491
ENSG00000277662.1	42	23	21	29
ENSG00000231404.2	2	0	0	0
ENSG00000172766.17	1439	468	883	1201
ENSG00000223280.1	3	1	2	3
ENSG00000214222.2	21	4	21	10
ENSG00000205240.4	2	0	1	0
ENSG00000234655.3	0	0	0	0
ENSG00000215480.4	0	0	1	0
ENSG00000263907.1	0	0	0	0
ENSG00000263928.1	0	0	0	1
ENSG00000264042.1	0	0	0	0
ENSG00000102760.12	91	92	51	72
ENSG00000102763.14	1086	734	1036	1327
ENSG00000264190.1	0	0	2	0
ENSG00000241406.3	2	1	2	1
ENSG00000280988.1	0	0	0	0
ENSG00000206962.1	0	1	1	2
ENSG00000229696.1	12	4	8	19
ENSG00000278338.3	9	2	4	7
ENSG00000226093.1	0	0	0	0
ENSG00000102780.15	964	536	1455	830
ENSG00000231530.1	10	6	19	3
ENSG00000237263.1	26	12	29	14
ENSG00000265679.1	3	0	5	4
ENSG00000270809.1	7	3	4	3
ENSG00000234213.1	1	0	4	2
ENSG00000023516.8	1827	1159	1992	1242
ENSG00000233259.4	0	0	0	0
ENSG00000120659.13	2	0	1	0
ENSG00000179813.5	4	0	6	0
ENSG00000271216.1	1	0	3	0
ENSG00000229546.1	0	0	0	0
ENSG00000133106.13	24	25	16	35
ENSG00000238025.1	0	2	0	4
ENSG00000120675.5	206	65	895	308
ENSG00000229928.1	3	0	0	0
ENSG00000276569.1	0	0	0	0
ENSG00000120658.11	1284	70	350	1065
ENSG00000273697.1	2	0	0	1
ENSG00000232540.1	0	3	0	6
ENSG00000238189.2	0	0	0	3
ENSG00000233821.1	232	5	17	185
ENSG00000270522.1	11	0	3	15
ENSG00000151773.11	255	232	110	216
ENSG00000274001.1	17	8	1	5
ENSG00000276108.1	3	0	1	2
ENSG00000179630.9	73	322	398	51
ENSG00000281883.1	0	1	0	0
ENSG00000280060.1	2	6	2	0
ENSG00000233725.6	6	2	0	2
ENSG00000179611.3	17	16	43	12
ENSG00000226519.1	2	0	2	2
ENSG00000227258.4	16	22	9	15
ENSG00000139656.6	1	1	0	0
ENSG00000235285.1	1	1	2	2
ENSG00000276854.1	0	0	0	0
ENSG00000276319.1	0	0	0	0
ENSG00000230731.2	0	0	0	4
ENSG00000277831.1	11	0	8	12
ENSG00000151778.9	282	13	182	188
ENSG00000237361.2	5	0	1	68
ENSG00000102804.13	2302	1793	2587	2415
ENSG00000280357.1	0	0	0	0
ENSG00000225727.2	11	7	6	9
ENSG00000276862.1	0	1	0	3
ENSG00000278156.1	52	19	53	56
ENSG00000230793.1	2	2	2	8
ENSG00000237585.1	2	0	6	0
ENSG00000276527.1	2	2	27	0
ENSG00000235097.1	0	2	0	0
ENSG00000083635.7	1033	577	859	768
ENSG00000223732.2	0	8	0	3
ENSG00000133114.16	1141	728	1193	932
ENSG00000265802.2	11	4	23	11
ENSG00000223341.1	0	1	0	0
ENSG00000188342.10	1464	1047	1217	1211
ENSG00000271818.1	13	0	1	13
ENSG00000277358.1	5	1	2	3
ENSG00000180332.6	37	6	26	8
ENSG00000270381.1	4	2	2	1
ENSG00000221163.1	1	2	2	2
ENSG00000133112.15	2182	1614	1828	1914
ENSG00000253051.1	0	0	0	0
ENSG00000199477.1	3	9	6	8
ENSG00000273149.1	0	0	0	0
ENSG00000170919.14	954	298	542	657
ENSG00000228886.1	28	7	14	34
ENSG00000214455.4	87	116	48	53
ENSG00000174032.15	431	568	720	600
ENSG00000251015.1	5	0	1	5
ENSG00000229303.1	0	0	2	0
ENSG00000136152.13	935	815	1100	847
ENSG00000165837.10	3	0	9	1
ENSG00000200709.1	0	0	0	0
ENSG00000232786.1	0	0	0	0
ENSG00000228869.1	0	0	0	0
ENSG00000235366.2	0	0	0	2
ENSG00000237876.1	0	0	0	0
ENSG00000174015.8	0	0	0	0
ENSG00000274357.1	0	0	0	0
ENSG00000280848.1	0	0	0	0
ENSG00000215475.4	0	0	0	2
ENSG00000281729.1	0	0	0	0
ENSG00000123200.15	5629	3576	3895	4927
ENSG00000235903.6	43	26	12	49
ENSG00000080618.12	16	8	4	8
ENSG00000278937.1	16	4	10	10
ENSG00000136167.12	481	672	524	657
ENSG00000240767.3	0	0	0	0
ENSG00000173988.11	8	2	11	4
ENSG00000252854.1	0	0	0	0
ENSG00000251106.1	0	0	0	0
ENSG00000261097.1	0	0	0	0
ENSG00000102445.17	120	32	33	101
ENSG00000223336.1	0	1	0	1
ENSG00000252385.1	0	0	0	0
ENSG00000241353.3	0	0	0	0
ENSG00000231817.6	0	2	2	0
ENSG00000227019.2	0	0	1	0
ENSG00000277228.1	0	0	0	0
ENSG00000205105.6	8	11	2	15
ENSG00000230243.1	0	0	0	0
ENSG00000136141.13	977	674	1331	618
ENSG00000278462.1	3	0	2	4
ENSG00000139684.12	1761	1385	1374	1481
ENSG00000102468.9	4	8	2	2
ENSG00000224517.5	0	0	0	0
ENSG00000234590.1	0	0	0	0
ENSG00000244521.3	0	0	0	0
ENSG00000234145.1	8	0	28	8
ENSG00000229423.2	0	0	2	0
ENSG00000228573.1	9	4	4	2
ENSG00000234689.1	25	3	0	11
ENSG00000260388.2	79	13	26	54
ENSG00000136143.12	1277	1000	1343	1278
ENSG00000227848.1	34	13	19	32
ENSG00000136159.3	1343	991	1192	1022
ENSG00000276968.1	34	8	13	17
ENSG00000136146.13	1075	559	800	829
ENSG00000229111.1	14	2	5	9
ENSG00000224510.2	1	1	0	2
ENSG00000136156.11	1879	1698	2237	1677
ENSG00000231473.2	4	6	2	12
ENSG00000139687.12	1283	973	1873	1013
ENSG00000238086.5	85	32	80	29
ENSG00000177197.7	4	2	9	6
ENSG00000277684.1	2	1	0	2
ENSG00000139679.14	128	51	134	157
ENSG00000277233.1	6	4	4	1
ENSG00000136161.11	394	170	388	291
ENSG00000274929.1	8	5	9	9
ENSG00000233456.1	0	0	2	0
ENSG00000233610.1	2	0	0	0
ENSG00000152207.6	2	12	30	2
ENSG00000222391.1	0	0	0	0
ENSG00000225131.2	62	58	90	49
ENSG00000275202.1	50	58	74	31
ENSG00000102531.15	1880	1121	2431	1486
ENSG00000201662.1	2	4	2	2
ENSG00000223724.1	27	17	27	7
ENSG00000199788.1	0	2	1	0
ENSG00000235957.1	16	8	17	12
ENSG00000231665.1	32	6	18	11
ENSG00000102539.5	7	2	3	7
ENSG00000274351.1	6	0	7	0
ENSG00000102543.13	504	282	320	406
ENSG00000102547.17	274	281	321	373
ENSG00000136169.15	463	397	439	331
ENSG00000236577.1	1	2	4	5
ENSG00000136147.15	99	36	580	105
ENSG00000136144.10	1105	606	1110	764
ENSG00000176882.5	0	0	0	4
ENSG00000152213.3	8	8	2	12
ENSG00000123179.12	981	769	860	815
ENSG00000102753.8	1949	1690	2197	1952
ENSG00000276436.1	3	0	0	1
ENSG00000222148.1	0	0	0	0
ENSG00000181358.3	0	0	4	6
ENSG00000200064.1	0	0	0	0
ENSG00000123178.13	774	990	661	568
ENSG00000264526.1	0	0	0	0
ENSG00000231607.7	725	192	265	565
ENSG00000204977.8	1700	695	1109	1416
ENSG00000264864.1	1	0	1	1
ENSG00000198553.7	118	22	42	67
ENSG00000277913.1	0	0	0	0
ENSG00000277066.1	0	0	0	0
ENSG00000208006.1	0	0	0	0
ENSG00000275952.2	0	0	0	0
ENSG00000274878.1	0	0	0	0
ENSG00000273612.1	0	0	0	0
ENSG00000277752.1	0	0	0	0
ENSG00000275559.1	0	0	0	0
ENSG00000176124.10	342	147	279	271
ENSG00000276089.1	0	0	0	0
ENSG00000214359.3	65	14	32	38
ENSG00000273541.1	0	0	0	0
ENSG00000274270.1	55	8	28	39
ENSG00000232150.3	14	2	14	8
ENSG00000223676.1	2	0	0	0
ENSG00000221198.2	0	0	0	0
ENSG00000229323.1	3	3	5	0
ENSG00000281190.1	0	0	0	0
ENSG00000186047.9	6	2	10	2
ENSG00000237152.3	2	2	0	2
ENSG00000200711.1	0	0	0	1
ENSG00000233672.5	28	11	19	24
ENSG00000136104.17	1631	897	960	1455
ENSG00000123201.13	8	0	4	24
ENSG00000222920.1	0	0	0	0
ENSG00000226792.5	0	0	0	0
ENSG00000214878.2	0	0	0	0
ENSG00000274652.1	0	0	0	0
ENSG00000271242.1	0	0	0	0
ENSG00000150510.14	287	61	194	276
ENSG00000253309.5	33	27	26	16
ENSG00000266072.1	0	1	2	0
ENSG00000102786.13	2542	1335	1999	1848
ENSG00000236778.6	78	19	103	61
ENSG00000224892.5	25	14	35	17
ENSG00000274190.1	0	0	0	3
ENSG00000243900.3	0	0	0	2
ENSG00000229906.1	0	0	0	0
ENSG00000266611.1	0	0	0	0
ENSG00000252141.1	0	0	0	0
ENSG00000139668.8	2668	1517	2539	1429
ENSG00000206920.1	0	0	0	0
ENSG00000242893.3	10	0	10	0
ENSG00000224451.2	33	11	25	7
ENSG00000102796.9	346	191	217	312
ENSG00000231856.2	143	50	35	103
ENSG00000281106.1	18	2	5	21
ENSG00000123171.6	2	6	2	6
ENSG00000232872.2	25	0	8	8
ENSG00000279677.1	5	2	2	0
ENSG00000123191.12	550	100	399	993
ENSG00000236044.1	3	0	0	8
ENSG00000253710.2	338	271	324	305
ENSG00000253797.2	1090	463	1073	1008
ENSG00000197168.10	103	19	50	65
ENSG00000273523.1	10	4	15	7
ENSG00000136098.15	839	140	631	551
ENSG00000217576.7	0	0	0	0
ENSG00000243406.5	39	11	29	29
ENSG00000272281.5	5	1	0	5
ENSG00000271564.1	0	0	0	0
ENSG00000136114.14	405	430	564	109
ENSG00000199605.1	1	0	0	1
ENSG00000136100.11	1621	1165	1550	1331
ENSG00000278238.1	44	20	25	41
ENSG00000136108.13	1957	1586	2033	1678
ENSG00000235660.1	0	1	2	0
ENSG00000244471.4	0	0	0	0
ENSG00000280296.1	2	0	0	0
ENSG00000198384.8	6	0	2	7
ENSG00000273784.3	3	0	2	3
ENSG00000250299.4	47	6	26	9
ENSG00000139675.11	721	233	372	515
ENSG00000273723.1	102	35	55	70
ENSG00000165416.13	3024	1849	1906	2485
ENSG00000136110.11	12	0	4	2
ENSG00000211579.1	0	0	0	0
ENSG00000150276.8	0	0	0	1
ENSG00000136099.12	202	4	17	156
ENSG00000102837.6	10	8	19	4
ENSG00000237092.1	0	0	0	2
ENSG00000279325.1	2	0	0	0
ENSG00000225510.2	0	0	0	0
ENSG00000241613.3	0	0	0	0
ENSG00000273919.1	0	0	0	0
ENSG00000220990.1	0	0	0	0
ENSG00000274316.1	0	0	0	0
ENSG00000261517.1	0	0	0	0
ENSG00000234787.6	12	0	0	6
ENSG00000271652.1	0	0	0	0
ENSG00000136149.6	126	37	52	74
ENSG00000266699.1	0	0	0	0
ENSG00000277047.3	0	0	0	0
ENSG00000278630.1	4	0	0	0
ENSG00000275071.1	0	0	0	0
ENSG00000264387.1	0	0	0	0
ENSG00000274090.1	0	0	0	0
ENSG00000228611.2	0	0	0	0
ENSG00000228319.1	0	0	0	0
ENSG00000201665.1	0	0	0	0
ENSG00000229665.7	0	0	0	0
ENSG00000204919.1	0	0	0	0
ENSG00000204918.3	0	0	0	0
ENSG00000227151.4	0	0	0	0
ENSG00000234278.3	0	0	0	0
ENSG00000271140.1	0	0	0	0
ENSG00000230009.1	0	0	0	0
ENSG00000234421.2	0	0	0	0
ENSG00000225352.1	0	0	0	0
ENSG00000118946.10	855	688	252	921
ENSG00000278722.1	0	0	0	0
ENSG00000202422.1	0	0	0	0
ENSG00000277448.1	0	0	0	0
ENSG00000232954.2	0	0	0	0
ENSG00000276208.1	0	0	0	0
ENSG00000222733.1	0	0	0	0
ENSG00000214335.3	0	0	4	2
ENSG00000223717.1	0	0	0	0
ENSG00000278150.1	0	0	0	0
ENSG00000214281.3	0	3	0	0
ENSG00000232647.1	0	0	0	0
ENSG00000271190.1	0	0	0	0
ENSG00000239003.1	1	0	0	0
ENSG00000139734.16	1394	1127	1495	939
ENSG00000227528.4	9	1	3	1
ENSG00000265745.2	2	2	7	0
ENSG00000223815.1	14	3	4	2
ENSG00000202151.1	0	0	0	0
ENSG00000227336.1	2	0	0	0
ENSG00000238213.1	0	0	3	0
ENSG00000277549.1	0	0	0	0
ENSG00000083544.12	1128	695	773	1020
ENSG00000212054.2	3	0	0	1
ENSG00000223076.1	0	0	0	0
ENSG00000236608.1	0	0	0	0
ENSG00000225249.4	0	0	0	0
ENSG00000279657.1	1	0	2	0
ENSG00000206854.1	0	0	0	0
ENSG00000281390.1	0	0	0	0
ENSG00000227510.3	0	0	0	0
ENSG00000266663.1	0	0	0	0
ENSG00000280165.1	1	0	1	0
ENSG00000197991.11	0	0	0	0
ENSG00000279797.1	0	0	0	0
ENSG00000212007.3	0	0	0	0
ENSG00000234033.1	0	0	0	0
ENSG00000281714.1	0	0	0	0
ENSG00000270856.1	0	0	0	0
ENSG00000274645.1	0	0	0	0
ENSG00000229578.2	0	0	0	0
ENSG00000230142.2	0	0	0	0
ENSG00000227611.1	1	0	0	0
ENSG00000229307.1	2	0	0	0
ENSG00000232105.1	0	0	0	0
ENSG00000276586.1	0	0	0	0
ENSG00000271465.1	0	0	0	0
ENSG00000228669.1	0	0	0	0
ENSG00000276056.1	0	0	0	0
ENSG00000273550.1	0	0	0	0
ENSG00000227564.2	0	0	0	0
ENSG00000231061.1	0	0	0	0
ENSG00000274052.1	0	0	0	0
ENSG00000237378.2	0	0	0	2
ENSG00000202478.1	0	0	0	0
ENSG00000213232.2	0	0	0	0
ENSG00000219926.9	0	0	0	5
ENSG00000278380.1	0	0	0	0
ENSG00000272299.1	0	0	0	0
ENSG00000237849.1	2	0	0	5
ENSG00000227674.1	12	4	36	87
ENSG00000277097.1	0	0	0	0
ENSG00000214269.3	0	0	0	0
ENSG00000214266.2	0	0	0	0
ENSG00000236565.3	54	15	55	37
ENSG00000221685.1	0	0	0	0
ENSG00000234767.1	0	0	0	0
ENSG00000263581.1	0	0	0	0
ENSG00000263561.1	0	0	0	0
ENSG00000235737.1	0	0	0	0
ENSG00000184226.13	2062	1483	2543	865
ENSG00000234527.1	5	0	2	0
ENSG00000238500.1	0	0	0	0
ENSG00000228842.3	7	6	3	5
ENSG00000225263.1	3	5	10	6
ENSG00000233840.1	4	0	1	3
ENSG00000214263.2	29	6	47	13
ENSG00000230040.1	2	0	0	0
ENSG00000271287.1	0	0	0	0
ENSG00000227969.1	0	0	0	0
ENSG00000231667.2	0	0	0	0
ENSG00000226537.2	0	0	0	0
ENSG00000234765.1	0	0	2	0
ENSG00000229910.1	0	0	0	0
ENSG00000236433.1	0	0	0	0
ENSG00000230405.1	0	0	0	0
ENSG00000229824.1	0	0	0	0
ENSG00000243671.3	0	0	0	0
ENSG00000281778.1	0	0	0	0
ENSG00000280580.1	0	0	0	0
ENSG00000232380.1	0	0	0	0
ENSG00000225501.1	0	0	0	0
ENSG00000237534.1	0	0	0	0
ENSG00000235221.1	0	0	0	0
ENSG00000224640.1	0	0	0	0
ENSG00000150361.10	4	0	0	0
ENSG00000207495.1	0	0	0	0
ENSG00000232314.1	0	0	0	0
ENSG00000230223.5	0	0	0	0
ENSG00000202433.1	0	0	0	0
ENSG00000276841.1	0	0	0	0
ENSG00000275653.1	0	0	0	0
ENSG00000226554.1	0	0	0	0
ENSG00000226846.1	0	0	0	0
ENSG00000225801.1	0	0	0	0
ENSG00000276644.3	682	27	580	681
ENSG00000236534.1	16	1	47	17
ENSG00000237816.1	2	2	0	0
ENSG00000233460.1	2	0	4	7
ENSG00000232881.2	0	0	0	0
ENSG00000200037.1	0	0	0	0
ENSG00000212377.1	0	0	0	0
ENSG00000227952.2	0	0	0	0
ENSG00000251715.1	0	0	0	0
ENSG00000278113.1	0	0	0	0
ENSG00000199282.1	0	0	0	0
ENSG00000226617.1	15	3	7	12
ENSG00000206922.1	2	1	4	1
ENSG00000204899.5	977	993	1233	889
ENSG00000136122.14	261	273	366	229
ENSG00000083520.13	2285	1668	2138	1847
ENSG00000083535.14	737	519	1003	525
ENSG00000220981.1	3	0	1	0
ENSG00000199381.1	1	2	2	0
ENSG00000232041.1	0	0	0	2
ENSG00000102554.12	643	833	1142	295
ENSG00000236972.2	8	2	4	15
ENSG00000200267.1	0	0	0	0
ENSG00000265959.1	0	0	0	0
ENSG00000201253.1	0	0	0	0
ENSG00000206697.1	0	0	0	0
ENSG00000279754.1	0	0	0	0
ENSG00000229708.1	2	0	0	0
ENSG00000224853.1	1	0	0	0
ENSG00000228295.1	0	0	0	0
ENSG00000118922.15	1127	644	1331	818
ENSG00000280348.1	10	4	4	8
ENSG00000279463.1	0	0	0	1
ENSG00000235532.1	8	5	2	4
ENSG00000206617.1	0	0	0	0
ENSG00000232701.1	0	0	0	0
ENSG00000177596.1	0	0	0	0
ENSG00000226240.1	0	0	0	0
ENSG00000281167.1	0	0	0	0
ENSG00000236678.6	5	0	3	0
ENSG00000225944.1	0	0	0	0
ENSG00000206812.1	0	0	0	0
ENSG00000226665.1	0	0	0	0
ENSG00000214249.3	0	4	3	0
ENSG00000223880.1	0	0	0	2
ENSG00000136111.11	1073	724	1085	1658
ENSG00000225203.2	3	2	3	2
ENSG00000188243.11	608	473	506	506
ENSG00000118939.16	145	88	82	114
ENSG00000261553.4	309	174	347	132
ENSG00000261105.4	14	11	7	3
ENSG00000136153.18	2769	2043	4352	1354
ENSG00000228444.2	54	20	24	25
ENSG00000230902.1	11	3	4	1
ENSG00000178734.5	4	2	6	4
ENSG00000223458.2	0	0	8	1
ENSG00000261206.1	0	0	3	0
ENSG00000224933.2	0	0	0	0
ENSG00000243274.3	2	0	0	0
ENSG00000178695.5	2193	605	2612	1154
ENSG00000264908.1	2	0	3	0
ENSG00000278727.1	40	4	47	14
ENSG00000118903.6	0	0	0	0
ENSG00000102794.8	0	0	2	2
ENSG00000233873.1	2	0	0	0
ENSG00000228002.2	3	6	29	4
ENSG00000102805.12	320	290	233	250
ENSG00000005812.9	858	847	1240	850
ENSG00000274898.1	10	1	2	3
ENSG00000005810.16	3920	1932	3377	3082
ENSG00000236051.5	19	4	8	5
ENSG00000229521.2	4	3	3	6
ENSG00000136155.15	14	0	0	10
ENSG00000224347.5	2	0	0	2
ENSG00000206800.1	0	0	0	0
ENSG00000227922.1	0	0	0	0
ENSG00000139737.20	1171	120	206	1151
ENSG00000266325.1	0	0	0	0
ENSG00000225579.1	1	2	0	0
ENSG00000136160.13	193	307	296	189
ENSG00000234377.6	2	2	4	2
ENSG00000233379.1	0	23	0	4
ENSG00000243035.3	0	3	0	10
ENSG00000236133.1	0	0	0	0
ENSG00000229249.5	0	0	2	0
ENSG00000235625.1	0	0	0	0
ENSG00000271386.1	2	0	0	0
ENSG00000200686.1	0	0	0	0
ENSG00000229865.1	0	0	0	0
ENSG00000224686.1	0	0	0	0
ENSG00000271776.1	10	9	0	5
ENSG00000152192.7	79	90	66	54
ENSG00000152193.7	620	413	468	468
ENSG00000263868.1	0	0	0	0
ENSG00000237109.1	0	0	0	0
ENSG00000225427.1	0	0	0	0
ENSG00000215357.2	0	0	2	0
ENSG00000230584.1	2	0	2	2
