IMR5	SHEP	SKNAS	SY5Y
ENSG00000236277.1	0	1	0	0
ENSG00000226670.1	0	0	0	0
ENSG00000139746.14	3303	2019	2705	2703
ENSG00000252496.1	4	2	2	2
ENSG00000227354.5	76	63	82	52
ENSG00000232132.1	0	0	0	0
ENSG00000102471.12	697	1162	1452	617
ENSG00000227676.3	4	16	10	3
ENSG00000229011.1	6	2	2	0
ENSG00000229175.1	0	0	1	0
ENSG00000281721.1	2	0	0	0
ENSG00000136158.9	1104	1188	2262	677
ENSG00000202398.1	0	0	2	0
ENSG00000227862.1	2	0	0	0
ENSG00000226683.2	4	5	6	2
ENSG00000231222.1	0	0	1	0
ENSG00000229246.1	4	3	4	6
ENSG00000270415.1	0	2	0	3
ENSG00000238980.2	0	0	0	0
ENSG00000260094.1	2	0	0	0
ENSG00000229309.2	0	0	0	0
ENSG00000222486.1	0	0	0	0
ENSG00000237148.1	0	0	0	0
ENSG00000214182.5	214	75	235	183
ENSG00000237099.1	0	0	0	0
ENSG00000270400.1	0	1	0	0
ENSG00000222791.1	0	0	0	0
ENSG00000178235.7	67	375	0	34
ENSG00000215037.2	0	3	0	0
ENSG00000224188.1	0	0	0	0
ENSG00000228597.1	2	0	0	0
ENSG00000232447.1	0	0	0	0
ENSG00000233349.1	2	0	0	0
ENSG00000226370.1	0	0	0	0
ENSG00000226317.2	0	0	1	0
ENSG00000207012.1	0	0	0	0
ENSG00000184564.8	203	292	207	303
ENSG00000278580.1	0	0	0	0
ENSG00000228241.1	0	0	0	0
ENSG00000232252.1	0	0	0	0
ENSG00000277914.1	0	0	0	2
ENSG00000231879.1	0	0	0	0
ENSG00000233528.4	1	0	0	0
ENSG00000228074.1	0	0	0	0
ENSG00000228473.1	0	0	0	0
ENSG00000232636.2	0	0	0	0
ENSG00000228824.5	0	16	0	0
ENSG00000272515.1	0	0	0	0
ENSG00000266052.1	0	0	0	0
ENSG00000165300.7	456	486	487	305
ENSG00000277640.1	0	0	0	0
ENSG00000223404.3	0	1	0	0
ENSG00000272046.1	0	0	0	0
ENSG00000232204.1	0	0	0	0
ENSG00000231019.1	0	0	0	0
ENSG00000223059.1	0	0	0	0
ENSG00000225289.1	0	0	0	0
ENSG00000229443.1	0	0	0	0
ENSG00000261666.1	0	0	0	0
ENSG00000233211.2	3	0	2	0
ENSG00000232225.5	0	0	0	0
ENSG00000227247.1	0	0	0	0
ENSG00000234660.1	0	0	0	0
ENSG00000225530.1	0	0	0	0
ENSG00000226037.1	0	0	0	0
ENSG00000236176.2	0	0	0	0
ENSG00000271395.1	0	0	0	0
ENSG00000275813.1	0	0	0	0
ENSG00000234227.1	2	0	0	0
ENSG00000200733.1	0	0	0	0
ENSG00000215418.2	0	0	0	0
ENSG00000261446.2	0	0	0	0
ENSG00000252696.1	0	0	0	0
ENSG00000235879.1	0	0	2	0
ENSG00000224419.1	0	2	0	0
ENSG00000207858.1	0	0	0	0
ENSG00000234384.1	3	3	14	6
ENSG00000251753.1	0	0	0	0
ENSG00000231674.1	2	2	0	0
ENSG00000227983.1	0	0	0	0
ENSG00000234625.1	0	0	0	0
ENSG00000229557.1	5	0	0	3
ENSG00000214178.3	0	0	0	0
ENSG00000215417.9	661	114	131	508
ENSG00000275042.1	0	0	0	0
ENSG00000274160.1	0	0	0	0
ENSG00000277328.1	0	0	0	0
ENSG00000275534.1	0	0	0	0
ENSG00000275802.1	0	0	0	0
ENSG00000276018.1	0	0	0	0
ENSG00000281253.1	0	0	0	0
ENSG00000179399.12	8	4	29	11
ENSG00000280901.1	0	0	0	0
ENSG00000252508.1	0	0	0	0
ENSG00000229287.1	1	0	0	0
ENSG00000232885.1	0	0	0	0
ENSG00000236240.1	0	0	2	0
ENSG00000263741.1	0	0	0	0
ENSG00000235984.4	0	0	0	0
ENSG00000232849.1	0	0	0	0
ENSG00000278177.1	5	2	1	8
ENSG00000183098.9	1650	200	846	1086
ENSG00000235784.2	38	7	16	13
ENSG00000224394.1	72	0	3	67
ENSG00000212559.1	3	0	2	0
ENSG00000236520.2	11	4	2	6
ENSG00000080166.14	14	13	8	9
ENSG00000212057.1	0	0	0	0
ENSG00000088451.9	323	334	443	233
ENSG00000152749.7	600	721	711	445
ENSG00000222129.1	0	0	0	0
ENSG00000274168.1	2	0	2	0
ENSG00000238230.1	8	2	0	6
ENSG00000125285.5	42	10	20	30
ENSG00000227640.2	22	4	6	10
ENSG00000235768.1	2	0	4	2
ENSG00000237924.1	0	0	0	0
ENSG00000260962.1	0	0	0	0
ENSG00000252335.1	2	0	0	3
ENSG00000125257.12	2423	1048	1803	1498
ENSG00000223298.1	83	15	18	46
ENSG00000200211.1	0	0	0	0
ENSG00000271492.1	0	0	0	0
ENSG00000134873.8	40	6	49	20
ENSG00000223392.1	0	0	0	0
ENSG00000134874.16	2135	1322	1952	1409
ENSG00000247400.3	176	93	79	106
ENSG00000102580.13	1384	1595	2058	1065
ENSG00000229622.1	13	0	3	5
ENSG00000227714.1	0	1	0	0
ENSG00000232373.2	6	6	14	10
ENSG00000276809.1	21	15	21	7
ENSG00000102595.17	1179	904	1358	849
ENSG00000226977.1	10	3	5	6
ENSG00000185352.8	72	0	42	195
ENSG00000242614.3	1	0	2	0
ENSG00000233273.1	0	0	0	0
ENSG00000235137.2	0	0	0	0
ENSG00000243300.2	0	1	0	0
ENSG00000234267.2	0	1	0	0
ENSG00000272329.1	0	1	0	0
ENSG00000222472.1	0	0	0	0
ENSG00000165621.7	3	47	4	1
ENSG00000233124.1	0	3	4	0
ENSG00000139793.17	788	1176	2156	870
ENSG00000202290.1	1	1	0	2
ENSG00000281389.1	0	0	0	0
ENSG00000125249.6	1554	1005	1495	1227
ENSG00000276573.1	7	8	4	13
ENSG00000276704.1	5	0	0	12
ENSG00000271625.1	2	0	2	0
ENSG00000226134.1	5	2	9	0
ENSG00000233291.1	0	0	0	0
ENSG00000270725.1	0	0	2	0
ENSG00000065150.17	5458	4208	5078	4391
ENSG00000232217.1	6	0	1	0
ENSG00000152767.14	2134	1342	1921	2043
ENSG00000139797.7	26	24	20	15
ENSG00000222969.1	6	2	2	1
ENSG00000263399.1	4	2	0	5
ENSG00000269189.1	23	10	22	16
ENSG00000269599.1	0	0	0	0
ENSG00000231194.1	5	6	4	2
ENSG00000102572.13	862	1143	1384	790
ENSG00000271437.1	21	6	12	13
ENSG00000224418.1	17	23	39	16
ENSG00000217686.2	0	0	0	0
ENSG00000233549.2	0	0	0	0
ENSG00000233662.1	2	0	5	2
ENSG00000243366.3	0	0	0	0
ENSG00000088386.14	0	0	4	0
ENSG00000088387.16	2627	1278	2352	1052
ENSG00000229918.1	15	4	7	2
ENSG00000275919.1	7	1	7	0
ENSG00000231981.3	14	0	7	0
ENSG00000207298.1	0	0	2	0
ENSG00000260992.1	22	14	19	9
ENSG00000230871.1	0	0	0	0
ENSG00000234005.3	5	0	0	2
ENSG00000228889.5	248	56	114	154
ENSG00000134882.14	1573	1394	1553	1333
ENSG00000201793.1	29	15	29	17
ENSG00000218502.3	21	7	24	6
ENSG00000125245.11	55	28	50	60
ENSG00000169508.6	41	470	230	60
ENSG00000207719.1	8	1	6	3
ENSG00000228808.1	14	10	14	14
ENSG00000238241.1	0	0	0	0
ENSG00000266207.1	0	0	0	0
ENSG00000280734.1	72	127	114	21
ENSG00000280710.1	6	3	5	0
ENSG00000203441.2	8	1	10	13
ENSG00000125304.8	1990	2096	2640	2001
ENSG00000234168.2	1	0	0	2
ENSG00000234239.1	0	0	2	0
ENSG00000125246.14	195	103	96	220
ENSG00000263615.1	1	2	1	5
ENSG00000227659.1	7	2	1	6
ENSG00000234303.2	0	2	0	0
ENSG00000201245.1	0	0	0	0
ENSG00000139800.8	12	30	16	8
ENSG00000043355.9	70	174	31	65
ENSG00000260738.1	0	0	0	0
ENSG00000225999.1	0	0	0	0
ENSG00000280533.1	0	0	0	0
ENSG00000236554.1	0	2	4	7
ENSG00000274605.1	552	399	307	533
ENSG00000175198.13	803	400	670	736
ENSG00000228501.2	27	5	27	10
ENSG00000270632.1	5	4	2	9
ENSG00000234650.4	19	5	23	17
ENSG00000134864.9	96	74	90	77
ENSG00000224356.4	37	4	22	29
ENSG00000280169.1	6	0	6	2
ENSG00000234354.3	8	4	2	11
ENSG00000125247.14	998	394	1350	923
ENSG00000237082.1	28	0	12	30
ENSG00000233009.1	2	1	4	2
ENSG00000214051.3	0	0	0	0
ENSG00000229599.1	0	0	0	0
ENSG00000102452.14	72	52	183	44
ENSG00000198542.12	513	240	1169	197
ENSG00000102466.14	97	28	331	43
ENSG00000276012.1	6	0	9	2
ENSG00000201155.1	0	0	2	0
ENSG00000215399.2	6	2	2	3
ENSG00000265164.1	0	0	0	0
ENSG00000229975.1	3	0	0	1
ENSG00000201690.1	0	0	0	0
ENSG00000264482.1	0	0	0	0
ENSG00000236860.1	2	0	0	0
ENSG00000243319.6	29	1	5	11
ENSG00000279702.1	1	0	0	0
ENSG00000234445.1	4	2	0	4
ENSG00000272143.1	156	71	76	109
ENSG00000261057.1	0	0	0	0
ENSG00000276957.1	6	0	4	0
ENSG00000134900.10	2221	1363	2231	1868
ENSG00000139780.7	6	3	3	18
ENSG00000175820.3	52	10	10	37
ENSG00000231633.1	0	0	0	0
ENSG00000151287.15	760	629	688	603
ENSG00000134901.11	1004	591	814	764
ENSG00000134897.12	716	502	673	568
ENSG00000270181.1	0	0	0	0
ENSG00000134899.16	694	560	540	576
ENSG00000250878.3	9	0	8	23
ENSG00000272542.1	2	0	4	4
ENSG00000278445.1	6	4	2	12
ENSG00000125255.6	2	0	0	2
ENSG00000234551.1	0	0	0	0
ENSG00000230474.1	0	0	0	0
ENSG00000225823.1	0	0	0	0
ENSG00000232307.1	0	0	0	0
ENSG00000275968.1	0	0	0	0
ENSG00000275502.1	0	0	0	0
ENSG00000182346.16	0	0	0	0
ENSG00000280455.1	0	0	0	0
ENSG00000226620.6	0	0	0	0
ENSG00000252550.1	0	0	0	0
ENSG00000222643.1	0	0	0	0
ENSG00000222682.1	0	0	0	0
ENSG00000233532.4	0	234	17	0
ENSG00000174418.7	0	0	0	0
ENSG00000125266.6	1070	707	1010	861
ENSG00000274204.1	10	4	11	11
ENSG00000134884.12	1763	1110	1765	1485
ENSG00000278371.2	0	0	0	0
ENSG00000272274.1	4	0	1	0
ENSG00000230156.2	2	0	0	0
ENSG00000227590.2	0	0	0	0
ENSG00000278698.1	0	0	0	0
ENSG00000174408.8	0	0	0	0
ENSG00000277863.1	0	0	0	0
ENSG00000279157.1	0	0	0	0
ENSG00000239050.1	0	0	0	0
ENSG00000221316.1	0	0	0	0
ENSG00000204442.3	590	36	883	426
ENSG00000201847.1	0	0	0	0
ENSG00000276740.1	69	7	51	31
ENSG00000221650.1	2	0	2	1
ENSG00000221473.2	0	0	0	0
ENSG00000227248.1	67	0	13	35
ENSG00000274718.1	2	2	16	3
ENSG00000174405.12	427	565	606	360
ENSG00000139826.5	550	515	710	462
ENSG00000102524.10	69	83	47	93
ENSG00000277246.1	15	0	0	8
ENSG00000223177.1	2	0	2	2
ENSG00000232087.1	0	0	0	0
ENSG00000041515.14	116	76	87	104
ENSG00000229938.1	0	0	0	0
ENSG00000236242.1	5	3	2	10
ENSG00000275216.1	20	402	18	4
ENSG00000223617.1	4	0	3	3
ENSG00000236053.1	0	0	0	0
ENSG00000229792.1	0	0	0	0
ENSG00000234854.1	0	3	0	4
ENSG00000185950.8	2075	981	3127	831
ENSG00000275741.1	0	0	4	2
ENSG00000275248.1	2	2	4	0
ENSG00000201161.1	0	0	1	0
ENSG00000274331.1	0	14	0	0
ENSG00000275830.1	4	108	16	2
ENSG00000276269.1	5	12	2	0
ENSG00000231428.2	1	7	0	0
ENSG00000265885.2	0	0	0	0
ENSG00000279965.1	20	6	6	2
ENSG00000187498.13	3035	2878	3843	1778
ENSG00000279237.1	2	7	9	8
ENSG00000134871.16	3921	3943	3925	2583
ENSG00000276765.1	2	0	0	0
ENSG00000275611.1	11	1	2	7
ENSG00000224821.5	22	18	16	14
ENSG00000232814.2	7	6	7	4
ENSG00000139832.4	330	76	256	194
ENSG00000275880.1	14	14	38	14
ENSG00000213995.10	1356	1084	1353	1240
ENSG00000134905.15	2081	1877	1741	1681
ENSG00000153487.12	888	596	749	724
ENSG00000225239.1	4	0	0	2
ENSG00000259831.1	8	2	0	4
ENSG00000255874.2	251	240	307	255
ENSG00000088448.13	3184	2096	2850	2295
ENSG00000229152.2	351	182	275	244
ENSG00000277767.1	26	8	24	20
ENSG00000227105.1	0	2	6	2
ENSG00000275989.1	0	0	0	0
ENSG00000225760.1	0	9	3	0
ENSG00000225870.1	5	4	6	1
ENSG00000235875.3	11	0	1	6
ENSG00000102606.16	2144	1611	2088	1857
ENSG00000233644.1	4	1	4	11
ENSG00000227352.1	3	2	2	0
ENSG00000274614.1	33	6	28	17
ENSG00000153495.9	22	60	9	17
ENSG00000204398.5	0	0	0	1
ENSG00000215881.3	0	0	0	0
ENSG00000226903.1	0	0	0	2
ENSG00000200072.1	0	0	0	0
ENSG00000182968.4	48	4	13	14
ENSG00000260385.1	0	2	0	0
ENSG00000229520.1	0	0	0	0
ENSG00000224243.1	0	0	0	2
ENSG00000260102.1	0	0	0	0
ENSG00000260343.1	0	0	0	0
ENSG00000223626.1	0	0	0	0
ENSG00000153498.10	0	0	0	0
ENSG00000126216.11	783	768	1049	658
ENSG00000277159.1	4	10	12	16
ENSG00000197595.3	2	0	0	0
ENSG00000274922.1	26	22	20	9
ENSG00000068650.17	1357	1129	1678	966
ENSG00000264726.1	1	1	0	2
ENSG00000232684.1	56	12	18	24
ENSG00000277545.1	2	6	1	0
ENSG00000126217.19	764	411	833	1665
ENSG00000267868.1	2	0	2	24
ENSG00000235280.2	0	6	2	23
ENSG00000269356.1	8	0	0	10
ENSG00000269376.1	8	2	4	12
ENSG00000057593.12	12	0	14	243
ENSG00000126218.10	43	18	58	29
ENSG00000231882.1	1	0	0	0
ENSG00000230371.1	2	0	2	2
ENSG00000126231.12	32	20	25	28
ENSG00000269125.1	6	4	3	0
ENSG00000126226.20	1476	1209	1626	1240
ENSG00000139842.13	2936	2363	3097	2775
ENSG00000278639.1	0	0	2	2
ENSG00000277942.1	0	0	0	0
ENSG00000275403.1	0	0	0	0
ENSG00000275261.1	0	0	0	0
ENSG00000232662.2	7	3	6	4
ENSG00000185896.10	2677	2454	3225	2259
ENSG00000139835.12	173	59	70	181
ENSG00000276434.1	2	1	0	0
ENSG00000225083.1	2	1	3	19
ENSG00000278309.1	602	271	779	366
ENSG00000153531.11	402	169	253	610
ENSG00000150401.13	1042	468	754	991
ENSG00000233613.4	37	14	16	21
ENSG00000202347.1	20	2	7	16
ENSG00000150403.16	1479	1727	2267	1084
ENSG00000276916.1	24	11	33	14
ENSG00000276248.1	132	42	133	47
ENSG00000198176.11	2625	2119	2783	2208
ENSG00000186009.4	5	2	7	0
ENSG00000185974.6	4	0	0	4
ENSG00000279770.1	0	0	0	0
ENSG00000184497.11	24	112	76	31
ENSG00000233695.2	265	293	684	158
ENSG00000183087.13	892	1789	1212	553
ENSG00000272695.1	28	146	34	16
ENSG00000237699.1	0	0	0	0
ENSG00000226921.5	0	0	0	0
ENSG00000274766.1	0	2	0	0
ENSG00000229373.7	9	59	25	4
ENSG00000260910.1	35	227	172	16
ENSG00000185989.10	987	1524	1985	453
ENSG00000232487.1	15	9	25	5
ENSG00000130177.13	1774	1687	1549	1452
ENSG00000264539.1	0	1	1	1
ENSG00000265450.1	6	0	0	1
ENSG00000169062.13	2981	1645	1972	2700
ENSG00000226158.1	5	4	4	5
ENSG00000198824.5	1512	994	1393	1143
ENSG00000229723.1	15	2	3	1
ENSG00000260615.1	16	4	4	3
ENSG00000215398.10	0	0	0	0
ENSG00000206906.1	0	0	0	0
ENSG00000257171.2	0	0	0	0
ENSG00000257356.2	0	0	0	0
ENSG00000238442.1	0	0	0	0
ENSG00000257959.1	0	0	0	0
ENSG00000257721.1	0	0	0	0
ENSG00000258367.2	0	0	0	0
ENSG00000257825.1	0	0	0	0
ENSG00000257115.1	2	0	0	0
ENSG00000257672.2	0	0	0	0
ENSG00000258233.1	0	0	0	0
ENSG00000257504.1	0	0	0	0
ENSG00000257644.1	0	0	0	0
ENSG00000257175.2	0	0	0	0
ENSG00000258364.1	0	0	0	0
ENSG00000257731.2	0	0	0	0
ENSG00000258076.1	0	0	0	0
ENSG00000257558.2	0	0	0	0
ENSG00000239200.1	0	3	0	0
ENSG00000257635.2	0	2	0	0
ENSG00000257224.1	0	0	0	0
ENSG00000277529.1	0	18	0	0
ENSG00000277367.1	0	11	0	0
ENSG00000278143.1	0	4	0	0
ENSG00000257853.2	0	1	0	0
ENSG00000257891.1	0	16	0	0
ENSG00000258265.1	0	12	0	0
ENSG00000222036.6	0	7	0	0
ENSG00000275563.1	0	0	0	0
ENSG00000212612.1	0	0	0	0
ENSG00000258314.3	2	20	0	8
ENSG00000274369.1	0	42	2	0
ENSG00000225210.4	153	182	122	100
ENSG00000277128.1	5	4	7	3
ENSG00000278594.1	6	3	22	6
ENSG00000277710.1	0	0	0	0
ENSG00000196143.4	0	2	0	2
ENSG00000271632.1	0	0	0	0
ENSG00000277252.1	0	0	0	0
ENSG00000258781.2	0	0	0	0
ENSG00000257310.1	0	0	0	0
ENSG00000277156.1	33	34	22	34
ENSG00000244306.8	313	231	123	204
ENSG00000279508.1	199	96	70	147
ENSG00000228294.5	5	6	3	1
ENSG00000274827.3	0	133	2	0
ENSG00000278301.1	0	107	2	0
ENSG00000187537.12	10	13	11	3
ENSG00000276888.1	0	0	0	0
ENSG00000212516.1	0	0	0	0
ENSG00000257162.5	0	7	0	0
ENSG00000258027.2	0	1	0	0
ENSG00000273639.3	0	2	0	0
ENSG00000274649.1	0	2	0	0
ENSG00000278184.1	0	0	0	0
ENSG00000257432.1	0	0	0	0
ENSG00000273558.1	0	9	0	0
ENSG00000258324.2	0	0	0	0
ENSG00000257493.1	0	0	0	0
ENSG00000257751.2	0	0	0	0
ENSG00000257846.2	0	4	0	0
ENSG00000259069.1	0	0	0	0
ENSG00000257884.2	2	11	0	2
ENSG00000257395.1	0	0	0	0
ENSG00000258080.1	0	0	0	0
ENSG00000257142.1	0	0	0	0
ENSG00000258453.2	0	0	0	0
ENSG00000176294.4	2	0	0	6
ENSG00000258438.3	0	0	0	0
ENSG00000182652.1	0	0	0	0
ENSG00000176312.4	0	0	0	0
ENSG00000176299.4	0	0	0	0
ENSG00000258564.1	0	0	0	0
ENSG00000228304.1	0	0	0	2
ENSG00000176290.7	0	0	0	4
ENSG00000165762.2	0	0	0	0
ENSG00000258541.1	2	0	0	0
ENSG00000259016.1	0	0	0	0
ENSG00000176281.4	2	0	0	0
ENSG00000155249.4	0	0	0	2
ENSG00000258822.1	0	0	0	0
ENSG00000169488.5	0	0	0	0
ENSG00000196383.5	0	0	0	0
ENSG00000169484.2	0	0	0	0
ENSG00000265199.1	0	0	0	0
ENSG00000176253.2	0	0	0	0
ENSG00000258899.1	0	0	0	0
ENSG00000176246.1	0	0	0	0
ENSG00000252999.1	0	0	0	0
ENSG00000258641.1	0	0	0	0
ENSG00000176230.4	0	0	0	0
ENSG00000184394.1	0	0	0	0
ENSG00000259074.1	0	0	0	0
ENSG00000259095.1	0	0	0	0
ENSG00000258468.1	0	0	0	0
ENSG00000196832.3	0	0	0	0
ENSG00000258625.1	0	0	0	1
ENSG00000266336.1	0	1	0	0
ENSG00000176219.2	2	0	0	0
ENSG00000258806.1	0	6	2	6
ENSG00000176198.2	0	0	0	0
ENSG00000136319.10	1054	804	878	710
ENSG00000258768.2	71	24	84	63
ENSG00000258459.1	0	0	0	2
ENSG00000100814.16	1670	878	987	1381
ENSG00000222489.1	8	1	2	3
ENSG00000281684.1	1	0	0	0
ENSG00000238344.1	1	0	0	3
ENSG00000259001.3	7	3	0	8
ENSG00000277209.1	0	0	0	0
ENSG00000129484.12	1626	1214	1216	1354
ENSG00000254846.1	0	1	1	9
ENSG00000129566.11	1189	1145	2160	1356
ENSG00000200225.1	0	0	1	1
ENSG00000185271.6	95	74	79	254
ENSG00000259162.1	2	2	1	2
ENSG00000092094.9	1571	825	988	1325
ENSG00000258515.1	30	13	11	27
ENSG00000100823.10	2263	1907	2095	2140
ENSG00000165782.9	1019	831	1020	973
ENSG00000198805.10	797	982	954	724
ENSG00000258908.1	0	0	0	0
ENSG00000182545.6	0	2	0	0
ENSG00000258456.2	0	0	0	0
ENSG00000258863.1	0	0	0	0
ENSG00000188655.9	2	0	0	0
ENSG00000259060.5	0	0	0	0
ENSG00000173464.13	0	0	0	0
ENSG00000258573.4	0	0	0	0
ENSG00000258436.1	0	0	0	0
ENSG00000239327.1	0	0	0	0
ENSG00000181803.3	0	0	0	0
ENSG00000199461.1	0	0	0	0
ENSG00000258818.3	3	0	2	4
ENSG00000214274.8	56	104	37	22
ENSG00000259171.1	0	0	0	0
ENSG00000258451.1	0	0	0	0
ENSG00000259144.2	4	2	2	0
ENSG00000181562.3	0	0	0	2
ENSG00000258963.1	0	0	0	0
ENSG00000181552.3	0	0	2	2
ENSG00000169413.2	14	5	14	27
ENSG00000258810.1	2	0	0	0
ENSG00000129538.12	47	305	38	111
ENSG00000259130.1	0	0	4	0
ENSG00000258642.1	0	0	2	0
ENSG00000169397.3	0	0	2	0
ENSG00000258918.1	2	0	1	0
ENSG00000258772.1	0	0	0	0
ENSG00000136315.4	0	0	0	0
ENSG00000169385.2	14	2	10	4
ENSG00000243817.3	0	0	0	0
ENSG00000258599.2	11	6	7	13
ENSG00000165792.16	1146	907	1050	923
ENSG00000258471.1	14	3	4	8
ENSG00000165794.8	39	0	4	14
ENSG00000165795.19	1044	671	1048	1660
ENSG00000278629.1	0	0	0	0
ENSG00000179636.13	2	2	1	11
ENSG00000258604.1	8	0	0	9
ENSG00000255472.1	0	0	0	0
ENSG00000206150.3	0	0	0	2
ENSG00000165799.4	0	0	2	2
ENSG00000173431.2	1	0	0	0
ENSG00000165801.8	2479	1928	3066	1647
ENSG00000165804.14	1026	508	498	927
ENSG00000232070.7	9	3	16	6
ENSG00000178107.2	2	0	0	0
ENSG00000258722.2	0	0	0	0
ENSG00000200102.1	0	0	0	0
ENSG00000169327.4	0	0	0	2
ENSG00000259102.2	0	0	2	2
ENSG00000258906.2	0	0	0	0
ENSG00000258441.1	952	379	523	600
ENSG00000092199.16	4730	3660	4240	4311
ENSG00000092200.11	34	23	19	34
ENSG00000092201.8	4448	3463	4434	4119
ENSG00000260830.1	21	8	8	24
ENSG00000100888.11	3631	2809	3991	3450
ENSG00000199436.1	3	0	0	3
ENSG00000200785.1	4	3	6	4
ENSG00000241035.2	2	2	0	3
ENSG00000258870.1	4	4	8	8
ENSG00000274475.1	18	2	15	9
ENSG00000129472.11	720	598	1076	627
ENSG00000092203.12	2466	1896	2413	2249
ENSG00000165819.10	1684	1525	1864	1453
ENSG00000165821.10	779	188	682	464
ENSG00000257096.1	0	0	0	0
ENSG00000256737.1	0	0	0	2
ENSG00000169208.1	0	0	0	0
ENSG00000256081.2	2	0	0	0
ENSG00000273586.1	0	0	0	0
ENSG00000256385.1	0	0	0	0
ENSG00000255569.1	0	0	0	0
ENSG00000255582.1	0	0	0	0
ENSG00000256553.1	0	2	0	2
ENSG00000255664.1	0	0	0	0
ENSG00000221977.1	0	0	0	0
ENSG00000276240.1	0	0	0	0
ENSG00000256350.1	0	0	0	0
ENSG00000211776.2	0	0	0	0
ENSG00000248358.2	0	0	0	0
ENSG00000211777.2	0	0	0	0
ENSG00000211778.2	2	0	2	0
ENSG00000211779.3	0	0	0	0
ENSG00000240954.1	0	0	0	0
ENSG00000211780.3	0	0	0	0
ENSG00000222776.1	0	0	0	0
ENSG00000211781.3	0	0	2	0
ENSG00000211782.2	0	0	0	0
ENSG00000211783.3	0	0	0	0
ENSG00000211784.2	0	0	0	0
ENSG00000256474.1	0	0	0	0
ENSG00000211785.1	0	0	4	2
ENSG00000211786.3	0	0	0	3
ENSG00000211787.1	0	0	0	0
ENSG00000211788.2	0	0	2	4
ENSG00000211789.2	2	0	0	0
ENSG00000211790.2	0	0	0	1
ENSG00000256379.1	0	0	1	1
ENSG00000211791.2	3	0	0	4
ENSG00000211792.2	0	0	0	0
ENSG00000211793.2	0	0	5	2
ENSG00000258482.1	1	0	0	0
ENSG00000258557.1	0	0	0	0
ENSG00000211794.3	2	0	0	4
ENSG00000211795.3	0	0	2	0
ENSG00000211796.1	0	0	0	4
ENSG00000211797.2	1	2	1	3
ENSG00000211798.3	0	0	0	0
ENSG00000211799.3	0	0	0	0
ENSG00000258705.2	0	0	0	0
ENSG00000211800.3	1	0	0	0
ENSG00000211801.3	4	0	0	5
ENSG00000276428.1	0	0	0	0
ENSG00000211802.3	0	0	0	0
ENSG00000211803.2	0	3	0	2
ENSG00000211804.3	2	0	0	0
ENSG00000211805.1	0	0	0	0
ENSG00000211806.2	2	2	2	0
ENSG00000211807.3	0	0	0	0
ENSG00000211808.3	0	0	0	0
ENSG00000238634.1	0	0	0	0
ENSG00000211809.2	2	0	1	0
ENSG00000258835.1	0	0	0	0
ENSG00000211810.3	0	0	0	2
ENSG00000259092.1	0	7	0	1
ENSG00000249048.2	0	0	0	0
ENSG00000258905.1	0	0	0	0
ENSG00000258812.1	0	1	0	0
ENSG00000211812.1	0	0	0	1
ENSG00000211813.2	0	0	0	0
ENSG00000211814.1	0	0	2	1
ENSG00000211815.3	0	2	0	0
ENSG00000259068.1	0	0	2	0
ENSG00000211816.2	0	0	0	1
ENSG00000277734.3	134	41	169	138
ENSG00000211817.2	0	0	0	0
ENSG00000211818.1	2	2	0	0
ENSG00000211819.3	0	0	0	0
ENSG00000211820.1	3	0	0	0
ENSG00000256221.1	0	0	0	0
ENSG00000251002.6	3	4	7	6
ENSG00000259042.2	0	0	0	0
ENSG00000211821.2	0	0	0	0
ENSG00000211829.5	7	2	7	6
ENSG00000223997.1	0	0	0	0
ENSG00000237235.2	0	0	0	0
ENSG00000228985.1	0	0	0	0
ENSG00000211825.1	0	0	0	0
ENSG00000211826.1	0	0	0	0
ENSG00000211827.1	0	0	0	1
ENSG00000211828.1	0	0	1	0
ENSG00000256590.2	0	0	0	0
ENSG00000211831.2	3	0	1	0
ENSG00000249446.2	0	0	2	2
ENSG00000211832.2	0	0	1	1
ENSG00000211833.1	0	0	3	0
ENSG00000211834.1	2	1	5	0
ENSG00000211835.1	0	0	4	0
ENSG00000250688.1	0	1	3	0
ENSG00000211836.1	0	0	1	0
ENSG00000211837.1	0	0	0	0
ENSG00000211838.1	3	1	1	0
ENSG00000248366.1	2	2	4	0
ENSG00000211839.1	3	0	4	0
ENSG00000211840.1	0	0	3	0
ENSG00000211841.1	2	0	2	0
ENSG00000211842.1	0	0	1	1
ENSG00000211843.1	1	0	5	0
ENSG00000211844.1	0	1	3	0
ENSG00000211845.1	2	0	2	2
ENSG00000211846.1	1	0	1	0
ENSG00000211847.1	2	0	1	0
ENSG00000211848.1	0	0	3	1
ENSG00000211849.1	0	0	2	0
ENSG00000211850.1	0	0	2	2
ENSG00000211851.1	3	0	0	1
ENSG00000278661.1	0	0	0	1
ENSG00000276699.1	1	0	2	1
ENSG00000211854.1	0	1	1	0
ENSG00000211855.1	0	1	0	0
ENSG00000211856.1	1	0	2	0
ENSG00000211857.1	0	0	0	0
ENSG00000211858.1	3	0	0	2
ENSG00000211859.1	0	0	0	2
ENSG00000211860.1	0	0	0	0
ENSG00000211861.1	0	0	2	1
ENSG00000211862.1	0	0	2	0
ENSG00000211863.1	0	0	0	0
ENSG00000211864.2	0	0	2	2
ENSG00000211865.1	1	0	0	0
ENSG00000211866.1	0	0	1	1
ENSG00000211867.1	0	0	2	0
ENSG00000211868.1	0	0	1	0
